1659399458.3723779,37.9
1659401258.504901,36.0
1659403058.6281426,37.0
1659404858.7512593,36.5
1659406658.87411,36.5
1659408458.9973643,36.0
1659410259.120106,37.0
1659412059.2430649,37.0
1659413859.3661945,36.0
1659415659.489071,36.5
1659417459.612067,37.0
1659419259.7341619,36.5
1659421059.8571172,36.0
1659422859.9786818,36.5
1659424660.1017497,36.0
1659426460.2246265,37.0
1659428260.34779,36.0
1659430060.470798,36.0
1659431860.5928407,37.4
1659433660.7159476,37.0
1659435460.8393102,37.0
1659437260.9621677,36.5
1659439061.0464575,36.5
1659440861.1691396,37.0
1659442661.2921584,36.5
1659444461.4151745,36.5
1659446261.5381217,36.5
1659448061.6623309,37.0
1659449861.7870138,37.0
1659451661.9098778,36.0
1659453462.0064328,36.5
1659455262.1290936,36.5
1659457062.2521088,36.0
1659458862.3751178,37.4
1659460662.4981222,37.0
1659462462.6215022,37.9
1659464262.7448013,37.4
1659466062.8682082,37.0
1659467862.9912512,37.4
1659469663.1145034,36.5
1659471463.2378411,43.8
1659473263.260918,38.9
1659475063.383685,37.0
1659476863.5068293,37.4
1659478663.6264338,36.0
1659480463.7495162,36.0
1659482263.8727114,36.5
1659484063.9950914,37.4
1659485864.086454,39.4
1659487664.2080731,37.9
1659489464.331048,36.5
1659491264.4541314,37.0
1659493064.4864252,37.9
1659494864.6096175,37.4
1659496664.7327826,37.4
1659498464.8560598,37.4
1659500264.9790556,37.0
1659502065.096466,37.4
1659503865.219215,37.0
1659505665.3164551,37.0
1659507465.4397423,36.5
1659509265.5400755,37.0
1659511065.5698905,37.0
1659512865.6934502,37.0
1659514665.8164709,37.0
1659516465.9393218,37.0
1659518265.9865203,36.5
1659520066.1094751,37.4
1659521866.232857,36.5
1659523666.3557272,37.0
1659525466.4789767,37.0
1659527266.601846,37.0
1659529066.724593,37.4
1659530866.8477902,36.0
1659532666.9701433,36.0
1659534467.0464973,37.0
1659536267.170194,37.0
1659538067.2064395,37.0
1659539867.3250022,37.4
1659541667.4479659,36.0
1659543467.536817,36.5
1659545267.5761817,37.0
1659547067.6995425,37.0
1659548867.7612932,36.5
1659550667.884319,37.0
1659552467.9549189,36.5
1659554268.0780387,37.4
1659556068.2010827,36.5
1659557868.324429,37.0
1659559668.4476323,37.9
1659561468.4864337,36.0
1659563268.6092935,37.4
1659565068.6366262,37.4
1659566868.7600653,37.0
1659568668.8831055,37.4
1659570468.9164426,38.9
1659572269.0364149,50.1
1659574069.1664221,43.8
1659575869.277727,36.0
1659577669.3887374,37.0
1659579469.4464347,37.0
1659581269.5622795,37.0
1659583069.6377926,36.5
1659584869.7581935,37.0
1659586669.8219016,36.5
1659588469.9452596,37.4
1659590269.9903214,36.0
1659592070.086435,37.0
1659593870.1496983,37.0
1659595670.1861844,36.5
1659597470.309227,37.0
1659599270.3964345,36.0
1659601070.5164325,36.5
1659602870.639593,37.0
1659604670.7264264,36.0
1659606470.8064504,35.5
1659608270.9293964,37.4
1659610071.0293698,37.0
1659611871.1519835,37.0
1659613671.2752934,36.5
1659615471.372794,36.0
1659617271.4963942,37.0
1659619071.6164193,36.5
1659620871.7353997,37.4
1659622671.8604946,37.4
1659624471.9834917,36.0
1659626272.060947,37.0
1659628072.1465032,43.8
1659629872.1966984,37.4
1659631672.3149054,37.4
1659633472.3606071,37.0
1659635272.4743004,36.0
1659637072.5064366,36.5
1659638872.6294334,36.5
1659640672.7525299,36.5
1659642472.8075762,37.4
1659644272.8864546,37.0
1659646072.9590912,36.0
1659647872.9932032,37.0
1659649673.1167405,36.5
1659651473.2397525,37.4
1659653273.362839,37.0
1659655073.4689415,36.5
1659656873.5264373,37.0
1659658673.6497781,37.0
1659660473.7729738,38.9
1659662273.8144183,36.5
1659664073.937316,37.4
1659665873.9681602,37.0
1659667674.029599,37.0
1659669474.1464102,36.5
1659671274.267134,36.0
1659673074.320072,36.5
1659674874.4419389,36.0
1659676674.564899,36.5
1659678474.6825874,37.9
1659680274.8058496,37.0
1659682074.9288857,36.0
1659683875.0521033,37.0
1659685675.1135378,37.4
1659687475.2365313,36.5
1659689275.308169,37.0
1659691075.3707519,37.0
1659692875.4939685,36.0
1659694675.6170464,37.0
1659696475.7400773,36.0
1659698275.7690914,36.5
1659700075.8318245,36.0
1659701875.9055955,37.4
1659703676.0289092,37.0
1659705476.0902975,36.0
1659707276.2133684,37.4
1659709076.3264322,36.5
1659710876.4494512,36.5
1659712676.5722406,36.5
1659714476.695312,36.0
1659716276.8179934,38.4
1659718076.9410794,36.0
1659719877.064127,36.5
1659721677.1874123,37.0
1659723477.2964265,36.5
1659725277.4179738,37.0
1659727077.5409393,36.5
1659728877.6642396,36.5
1659730677.7875593,36.5
1659732477.9106634,37.4
1659734277.9964297,36.5
1659736078.11926,37.0
1659737878.242115,36.0
1659739678.3650603,37.0
1659741478.4881496,37.0
1659743278.6105568,37.0
1659745078.7264497,37.0
1659746878.8463366,37.0
1659748678.9664602,38.4
1659750479.046433,37.0
1659752279.1694152,37.0
1659754079.2923954,37.4
1659755879.415154,37.4
1659757679.5379949,37.4
1659759479.6593144,37.0
1659761279.7144747,37.4
1659763079.8376036,36.5
1659764879.9604843,36.5
1659766680.0834997,37.0
1659768480.2063951,36.5
1659770280.328901,37.4
1659772080.45222,37.0
1659773880.5750566,37.0
1659775680.6980925,36.5
1659777480.8211527,36.5
1659779280.9444025,36.5
1659781081.0675678,36.0
1659782881.1285381,37.0
1659784681.2509954,36.5
1659786481.3738174,36.5
1659788281.4964356,37.0
1659790081.6164281,37.0
1659791881.736182,36.5
1659793681.8562658,36.5
1659795481.9848979,37.0
1659797282.1080315,36.5
1659799082.2310572,36.0
1659800882.3540244,36.5
1659802682.4771729,36.5
1659804482.599921,37.0
1659806282.7178936,37.0
1659808082.8409758,37.0
1659809882.9641569,37.4
1659811683.0464315,37.4
1659813483.1697016,37.4
1659815283.2927911,37.9
1659817083.4157367,37.0
1659818883.538377,36.5
1659820683.6370342,37.4
1659822483.7601805,37.4
1659824283.8831751,37.0
1659826084.00623,38.4
1659827884.129329,38.9
1659829684.2508936,38.4
1659831484.3264365,38.4
1659833284.4496343,38.4
1659835084.5664597,38.4
1659836884.6862907,38.4
1659838684.809364,37.9
1659840484.866427,38.4
1659842284.989222,38.4
1659844085.1121373,37.9
1659845885.2350192,37.9
1659847685.2864382,37.0
1659849485.4098449,35.5
1659851285.5330093,36.5
1659853085.656106,36.0
1659854885.7789924,36.5
1659856685.8888302,37.0
1659858485.9243934,37.0
1659860286.0473304,36.5
1659862086.170332,37.0
1659863886.2935007,37.4
1659865686.416621,37.0
1659867486.5397108,36.5
1659869286.566439,37.4
1659871086.6464384,37.9
1659872886.7694902,36.5
1659874686.892982,36.0
1659876487.0159998,36.5
1659878287.1394727,36.5
1659880087.2627854,37.9
1659881887.391103,37.4
1659883687.5142741,37.0
1659885487.6375113,37.4
1659887287.7602928,37.4
1659889087.8464296,36.5
1659890887.9694366,37.0
1659892688.0924425,37.0
1659894488.215684,36.5
1659896288.3388124,36.5
1659898088.4616761,37.4
1659899888.5847275,37.4
1659901688.6764333,37.0
1659903488.726466,38.4
1659905288.8494291,38.4
1659907088.9370732,39.4
1659908889.0602381,38.4
1659910689.1830256,39.9
1659912489.305905,39.4
1659914289.4288697,39.4
1659916089.526452,39.4
1659917889.606427,39.9
1659919689.728614,39.9
1659921489.8516011,38.4
1659923289.9714231,38.4
1659925090.0664492,38.9
1659926890.166446,38.4
1659928690.290359,39.4
1659930490.413539,38.4
1659932290.5359626,38.9
1659934090.6585667,39.9
1659935890.7816513,38.4
1659937690.9045985,37.4
1659939490.9764347,38.4
1659941291.099509,37.0
1659943091.2064407,37.4
1659944891.286463,36.0
1659946691.4094794,37.0
1659948491.5323353,37.0
1659950291.6554537,36.5
1659952091.7786658,37.0
1659953891.9016464,37.0
1659955692.024725,36.5
1659957492.1476018,37.0
1659959292.2708578,37.0
1659961092.393785,36.5
1659962892.5172076,36.5
1659964692.6400778,37.0
1659966492.763025,37.0
1659968292.8862655,37.4
1659970093.0064278,39.9
1659971893.0864487,40.9
1659973693.209228,45.2
1659975493.3200517,39.9
1659977293.3664393,36.5
1659979093.4310935,37.0
1659980893.5543714,36.5
1659982693.5947733,36.0
1659984493.6201775,37.0
1659986293.6940804,37.0
1659988093.817496,37.4
1659989893.9408255,36.5
1659991693.9664662,38.4
1659993494.0864413,38.4
1659995294.2064571,44.8
1659997094.3174355,37.9
1659998894.4353592,38.4
1660000694.5554495,37.0
1660002494.6785977,37.0
1660004294.801687,37.0
1660006094.9246821,37.9
1660007894.9664428,36.5
1660009695.0812533,37.0
1660011495.1298018,37.0
1660013295.2412229,36.5
1660015095.3425958,37.0
1660016895.4158125,36.5
1660018695.5220337,36.0
1660020495.6461325,36.5
1660022295.769307,36.5
1660024095.8923144,37.0
1660025896.0141864,36.5
1660027696.137173,36.0
1660029496.2188756,36.5
1660031296.3417711,37.0
1660033096.4216826,35.0
1660034896.5438383,37.4
1660036696.6110165,37.4
1660038496.7336428,36.0
1660040296.8201733,36.5
1660042096.941397,37.0
1660043897.06304,37.0
1660045697.186066,37.0
1660047497.276449,37.9
1660049297.3467379,36.5
1660051097.4322603,37.0
1660052897.4783766,37.4
1660054697.6016421,36.0
1660056497.6864407,37.4
1660058297.7164385,37.0
1660060097.7478988,38.9
1660061897.8266916,37.0
1660063697.9528706,37.0
1660065498.0793567,44.3
1660067298.2735972,37.9
1660069098.3264275,36.5
1660070898.4493036,36.5
1660072698.5727108,37.0
1660074498.6960945,37.4
1660076298.8064387,45.2
1660078098.8881385,36.5
1660079899.0401766,37.4
1660081699.163182,37.4
1660083499.2410421,38.4
1660085299.364197,37.0
1660087099.4149122,36.0
1660088899.5280285,36.5
1660090699.5617416,35.5
1660092499.6853702,36.5
1660094299.7253768,37.0
1660096099.846439,37.4
1660097899.9696996,36.5
1660099700.065168,37.0
1660101500.188473,37.0
1660103300.2564354,35.5
1660105100.3764288,38.4
1660106900.449,37.0
1660108700.5445406,37.4
1660110500.6474414,36.5
1660112300.6764438,37.4
1660114100.7388256,37.9
1660115900.862114,37.0
1660117700.969318,37.4
1660119501.0924683,35.0
1660121301.1264353,36.0
1660123101.2264378,37.4
1660124901.320478,36.5
1660126701.4436529,36.0
1660128501.566732,37.0
1660130301.6898782,36.5
1660132101.8101978,35.5
1660133901.8608043,36.0
1660135701.9841154,37.4
1660137502.0178494,35.5
1660139302.1146486,37.4
1660141102.2452195,35.5
1660142902.2893128,37.0
1660144702.412443,36.5
1660146502.4808083,37.4
1660148302.637415,44.8
1660150102.8064091,50.6
1660151902.9185708,36.5
1660153703.0372834,37.4
1660155503.1058052,36.5
1660157303.2075381,36.5
1660159103.3307183,38.4
1660160903.4204512,40.9
1660162703.4511342,39.4
1660164503.4864483,39.4
1660166303.586622,39.9
1660168103.7097752,47.7
1660169903.8987234,37.0
1660171704.1677063,37.0
1660173504.2907526,37.0
1660175304.41365,37.0
1660177104.5265052,37.0
1660178904.6515765,37.4
1660180704.7287917,37.9
1660182504.8165905,36.0
1660184304.939756,37.0
1660186105.062839,36.0
1660187905.1264567,37.4
1660189705.2493784,37.0
1660191505.2864487,36.5
1660193305.40936,36.5
1660195105.532275,36.5
1660196905.6533513,37.9
1660198705.776438,37.4
1660200505.899382,37.0
1660202306.0227005,36.5
1660204106.145814,36.5
1660205906.269066,36.5
1660207706.392043,36.0
1660209506.515074,36.0
1660211306.6382494,36.0
1660213106.7614286,36.5
1660214906.884466,36.5
1660216707.0045698,36.5
1660218507.1276066,35.5
1660220307.250622,36.0
1660222107.3664286,36.5
1660223907.4896407,36.5
1660225707.6128013,37.0
1660227507.6564422,37.0
1660229307.7795982,37.0
1660231107.9023879,36.5
1660232908.02554,36.5
1660234708.1484315,36.5
1660236508.2464256,37.0
1660238308.3692439,37.4
1660240108.4191153,36.5
1660241908.542312,36.5
1660243708.6653147,37.4
1660245508.7883687,37.0
1660247308.911615,36.5
1660249109.0322409,36.5
1660250909.1552684,37.4
1660252709.2783513,37.0
1660254509.4016345,36.0
1660256309.5255036,36.5
1660258109.6485767,37.4
1660259909.7721732,37.0
1660261709.895094,37.0
1660263510.0182648,37.0
1660265310.141232,37.9
1660267110.2643657,36.0
1660268910.3878486,37.0
1660270710.5109818,35.5
1660272510.6341915,37.0
1660274310.757304,36.5
1660276110.8802388,37.0
1660277911.003624,37.0
1660279711.0867915,36.5
1660281511.2102532,36.5
1660283311.3333285,36.5
1660285111.4565294,37.0
1660286911.5800009,36.0
1660288711.6964312,36.0
1660290511.8197048,37.4
1660292311.9421039,36.5
1660294112.0650754,36.5
1660295912.1664379,36.0
1660297712.2895472,37.0
1660299512.4126554,37.0
1660301312.5326843,36.5
1660303112.6556897,36.0
1660304912.7789059,37.0
1660306712.9020553,36.0
1660308513.0251248,35.5
1660310313.1264324,37.0
1660312113.249833,36.5
1660313913.366437,36.5
1660315713.4860523,36.5
1660317513.6093156,37.4
1660319313.7322745,37.9
1660321113.8538287,37.0
1660322913.9768484,35.5
1660324714.0946288,37.0
1660326514.217861,36.5
1660328314.3412776,37.0
1660330114.4064288,37.0
1660331914.437222,37.4
1660333714.5571954,37.0
1660335514.6164474,37.0
1660337314.7396908,36.0
1660339114.862842,37.0
1660340914.9858983,37.4
1660342715.1090744,36.0
1660344515.228914,37.0
1660346315.3520687,37.0
1660348115.3864374,37.9
1660349915.5093057,37.4
1660351715.6326475,37.4
1660353515.7164354,37.4
1660355315.8394606,37.0
1660357115.9386652,37.4
1660358916.0619655,37.4
1660360716.184482,37.9
1660362516.307942,37.0
1660364316.4310095,36.5
1660366116.554198,37.0
1660367916.6464522,37.0
1660369716.7694724,37.4
1660371516.891084,36.0
1660373316.970614,36.0
1660375117.093665,36.5
1660376917.2170267,37.0
1660378717.3401916,37.0
1660380517.366429,36.5
1660382317.489815,35.5
1660384117.6128366,36.5
1660385917.736114,36.0
1660387717.8593173,35.5
1660389517.9824312,37.0
1660391318.006459,37.0
1660393118.1298118,37.0
1660394918.252837,36.5
1660396718.3749063,36.5
1660398518.498199,36.5
1660400318.5664203,36.0
1660402118.6840558,36.5
1660403918.8072124,37.0
1660405718.9270968,37.4
1660407519.0505426,36.0
1660409319.1736884,36.0
1660411119.2958956,37.9
1660412919.4187324,37.0
1660414719.5418909,36.0
1660416519.6635952,37.0
1660418319.786835,37.9
1660420119.9098697,37.4
1660421920.0328593,37.0
1660423720.1558383,37.0
1660425520.2789257,37.4
1660427320.4023278,37.0
1660429120.525374,37.0
1660430920.6486592,37.4
1660432720.771641,36.0
1660434520.8264496,36.0
1660436320.949392,36.5
1660438121.0001543,37.9
1660439921.122191,37.9
1660441721.24568,37.0
1660443521.3656733,36.5
1660445321.486439,35.5
1660447121.610773,37.4
1660448921.7338336,36.5
1660450721.8569946,37.4
1660452521.9798398,37.0
1660454322.1026924,36.5
1660456122.2255738,36.5
1660457922.3487961,36.0
1660459722.4764822,36.0
1660461522.600548,36.5
1660463322.7235157,36.5
1660465122.8465323,37.0
1660466922.969803,36.5
1660468723.092805,37.9
1660470523.2147875,36.0
1660472323.337868,36.5
1660474123.460838,36.5
1660475923.5838835,37.0
1660477723.7071228,37.4
1660479523.830141,36.5
1660481323.950069,36.5
1660483124.0734203,36.0
1660484924.1968288,37.0
1660486724.3218834,37.0
1660488524.4450037,37.4
1660490324.5464377,37.0
1660492124.6464279,35.0
1660493924.7636068,36.5
1660495724.8868039,36.5
1660497525.0098226,37.0
1660499325.132611,36.0
1660501125.2557683,36.5
1660502925.379136,36.5
1660504725.5022352,37.0
1660506525.625518,36.5
1660508325.6864204,37.0
1660510125.8092868,36.5
1660511925.846422,36.0
1660513725.9693406,36.5
1660515526.0922434,36.0
1660517326.2154524,37.9
1660519126.3355772,36.5
1660520926.410413,37.0
1660522726.5331163,37.4
1660524526.5764434,37.0
1660526326.6996763,37.4
1660528126.8226562,36.0
1660529926.9164371,36.0
1660531727.039509,37.0
1660533527.1624615,37.4
1660535327.2824874,37.0
1660537127.4055915,37.0
1660538927.4464533,37.0
1660540727.5694861,36.0
1660542527.6928113,36.0
1660544327.8158755,36.0
1660546127.9388983,37.0
1660547928.0568035,36.5
1660549728.1797018,37.4
1660551528.302717,36.0
1660553328.4254384,36.0
1660555128.5485744,36.5
1660556928.668621,37.4
1660558728.7364352,36.0
1660560528.8594704,36.0
1660562328.9825714,37.0
1660564129.1059046,36.5
1660565929.2289042,36.5
1660567729.3515985,36.5
1660569529.4746022,37.9
1660571329.597727,38.4
1660573129.6255503,37.4
1660574929.748577,37.9
1660576729.8717384,37.4
1660578529.9939482,37.4
1660580330.0864353,37.9
1660582130.1443107,37.4
1660583930.267854,37.9
1660585730.3906887,37.0
1660587530.513919,38.4
1660589330.5664399,40.4
1660591130.6894617,41.8
1660592930.7354565,44.3
