1659385565.394225,22.6875
1659385596.3182838,22.75
1659385627.1984024,22.75
1659385658.0782135,22.75
1659385688.958154,22.75
1659385719.8381484,22.8125
1659385750.7182078,22.75
1659385781.5981796,22.8125
1659385812.4780366,22.8125
1659385843.3564818,22.8125
1659385874.238049,22.8125
1659385905.1181452,22.8125
1659385935.998116,22.8125
1659385966.8782198,22.8125
1659385997.7581282,22.8125
1659386028.6379592,22.8125
1659386059.518146,22.75
1659386090.398201,22.75
1659386121.2781565,22.6875
1659386152.1580865,22.6875
1659386183.0381348,22.6875
1659386213.917669,22.6875
1659386244.7981389,22.6875
1659386275.6781504,22.6875
1659386306.5582666,22.75
1659386337.4181602,22.75
1659386368.31813,22.6875
1659386399.1982393,22.6875
1659386430.0781808,22.6875
1659386460.9581366,22.6875
1659386491.8381577,22.6875
